13,3.0,0.8397023282092287,4.93,16.0,"[[33, 8], [829428, 6557031], [70, 487758], [67216, 34], [817662, 347855427], [5703, 934787], [3, 2], [929, 1], [96, 2], [20152671, 4]]"
14,2.0,0.9264987857520383,5.04,16.0,"[[26, 87857], [59736377, 3996812], [7954, 75377], [300331, 39920], [3, 2], [817662, 347855427], [88, 621], [34, 6], [72, 92], [7, 926638043]]"
15,2.0,1.2006664815842913,5.28,17.0,"[[8686405, 334731270], [50, 6], [235016, 32259876], [817662, 347855427], [33, 8], [5703, 934787], [7349035, 5973], [70, 487758], [72, 92], [7630642, 15]]"
16,3.0,1.0756858277396788,5.73,18.0,"[[7, 7], [70, 487758], [67216, 34], [829428, 6557031], [817662, 347855427], [6, 6], [85074, 31211], [5703, 934787], [30, 4], [72, 92]]"
17,4.0,1.1497391008398385,6.09,19.0,"[[7954, 75377], [5, 5], [829428, 6557031], [62, 12], [817662, 347855427], [96, 2], [5703, 934787], [72, 92], [30, 4], [235016, 32259876]]"
18,4.0,1.0697663296253064,6.66,20.0,"[[7, 7], [70, 487758], [829428, 6557031], [30, 8], [7954, 75377], [49, 590], [67216, 34], [6, 6], [30, 4], [72, 92]]"
19,4.0,1.0190191362285599,6.96,21.0,"[[1458, 5279567], [88, 621], [33, 8], [817662, 347855427], [34, 6], [6, 6], [72, 92], [5703, 934787], [85074, 31211], [30, 4]]"
20,4.0,1.0235233265539194,7.18,21.0,"[[72, 92], [7, 7], [817662, 347855427], [88, 621], [6, 6], [50, 6], [96, 2], [810, 499715308], [1458, 5279567], [5703, 934787]]"
21,5.0,1.0246462804304712,7.51,22.0,"[[34, 6], [49, 590], [7, 7], [85074, 31211], [817662, 347855427], [6, 6], [7349035, 5973], [3, 2], [5, 5], [78, 0]]"
22,6.0,0.9663850164401346,7.81,23.0,"[[7, 7], [113, 9], [30, 8], [817662, 347855427], [829428, 6557031], [50, 6], [7954, 75377], [3, 2], [96, 2], [72, 92]]"
23,6.0,0.9131812525451894,8.31,24.0,"[[7, 7], [1458, 5279567], [6, 6], [96, 2], [50, 6], [34, 6], [72, 92], [85074, 31211], [859954, 96784], [33, 8]]"
24,7.0,0.9541488353501235,8.64,25.0,"[[7, 7], [30, 4], [33, 8], [67216, 34], [5, 5], [3, 2], [62, 12], [7349035, 5973], [6, 6], [72, 92]]"
25,7.0,0.8728688332160793,8.91,25.0,"[[5, 5], [7, 7], [829428, 6557031], [859954, 96784], [7, 2], [8, 5], [96, 2], [3, 2], [929, 1], [113, 9]]"
26,7.0,0.7017121917139534,9.26,26.0,"[[829428, 6557031], [7, 7], [929, 1], [5, 5], [3, 2], [50, 6], [30, 8], [7349035, 5973], [34, 6], [33, 8]]"
27,8.0,0.6244197306299677,9.49,27.0,"[[96, 2], [7, 7], [3, 2], [33, 8], [8, 5], [7349035, 5973], [50, 6], [78, 0], [34, 6], [30, 8]]"
28,9.0,0.44395945760846306,9.73,28.0,"[[5, 5], [30, 8], [7, 7], [30, 4], [3, 2], [6, 6], [50, 6], [5703, 934787], [96, 2], [113, 9]]"
29,9.0,0.271293199325011,9.92,29.0,"[[96, 2], [3, 2], [30, 8], [8, 5], [7349035, 5973], [7, 2], [6, 6], [30, 4], [5, 5], [50, 6]]"
30,10.0,0.0,10.0,29.0,"[[3, 2], [7, 7], [30, 4], [96, 2], [50, 6], [6, 6], [30, 8], [5, 5], [7, 2], [33, 8]]"
